stop_id,stop_name,stop_name_new,stop_short_name,stop_lat,stop_lon,operational_status,areas,region_id,region_name,district_id,district_name,municipality_id,municipality_name,parish_id,parish_name,locality,jurisdiction,stop_code,tts_stop_name,platform_code,parent_station,location_type,stop_url,has_pole,has_cover,has_shelter,shelter_code,shelter_maintainer,has_mupi,has_bench,has_trash_bin,has_lighting,has_electricity,docking_bay_type,last_infrastructure_maintenance,last_infrastructure_check,has_flag,flag_maintainer,has_pip_static,has_pip_audio,pip_audio_code,has_pip_realtime,pip_realtime_code,has_h2oa_signage,has_schedules,has_tactile_schedules,has_network_map,last_schedules_maintenance,last_schedules_check,last_flag_maintenance,last_flag_check,has_sidewalk,sidewalk_type,has_crossing,has_flat_access,has_wide_access,has_tactile_access,has_abusive_parking,wheelchair_boarding,last_accessibility_maintenance,last_accessibility_check,near_health_clinic,near_hospital,near_university,near_school,near_police_station,near_fire_station,near_shopping,near_historic_building,near_transit_office,near_beach,subway,light_rail,train,boat,airport,bike_sharing,bike_parking,car_parking
010001,Rua Carlos Manuel Rodrigues Francisco (Escola),Rua Carlos Manuel Rodrigues Francisco (Escola),R. Carlos Manuel Rodrigues Francisco (Escola),38.754244,-8.959557,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010001,Rua Carlos Manuel Rodrigues Francisco ( Escola ),,,0,https://www.carrismetropolitana.pt/stops/010001,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
010002,R Carlos M. Francisco 229 (Escola Monte Novo),Rua Carlos Manuel Rodrigues Francisco (Frente Escola),R. Carlos Manuel Rodrigues Francisco (Ft. Escola),38.754572,-8.959615,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010002,Rua Carlos M. Francisco 229 ( Escola Monte Novo ),,,0,https://www.carrismetropolitana.pt/stops/010002,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
010005,ALCOCHETE (R CIPRIÃO FIGUEIREDO),Rua Doutor Ciprião Figueiredo 13,R. Dr. Ciprião Figueiredo 13,38.754175,-8.961806,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010005,Alcochete ( Rua Ciprião Figueiredo ),,,0,https://www.carrismetropolitana.pt/stops/010005,UNKNOWN,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010007,ALCOCHETE (R LEITE CUNHA) BIBLIOTECA,Rua Professor Leite Cunha (Biblioteca),R. Prof. Leite Cunha (Biblioteca),38.753196,-8.963687,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010007,Alcochete ( Rua Leite Cunha ) Biblioteca,,,0,https://www.carrismetropolitana.pt/stops/010007,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010008,ALCOCHETE (R LEITE CUNHA) BIBLIOTECA,Rua Professor Leite Cunha (Frente Biblioteca),R. Prof. Leite Cunha (Ft. Biblioteca),38.753271,-8.963504,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010008,Alcochete ( Rua Leite Cunha ) Biblioteca,,,0,https://www.carrismetropolitana.pt/stops/010008,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010009,ALCOCHETE (AV RESTAURAÇÃO) EB MANUEL I,Escola Básica El Rei D. Manuel I,Escola Básica El Rei D. Manuel I,38.750706,-8.962749,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010009,Alcochete ( Avenida Restauração ) Escola Básica Manuel Primeiro,,,0,https://www.carrismetropolitana.pt/stops/010009,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010010,ALCOCHETE (AV RESTAURAÇÃO) EB MANUEL I,Escola Básica El Rei D. Manuel I,Escola Básica El Rei D. Manuel I,38.751002,-8.962783,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010010,Alcochete ( Avenida Restauração ) Escola Básica Manuel Primeiro,,,0,https://www.carrismetropolitana.pt/stops/010010,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010011,ALCOCHETE (R JOSÉ GRILO EVANGELISTA),Rua da Escola Secundária (X) Rua Artur Garrett,R. da Escola Secundária (X) R. Artur Garrett,38.748855,-8.962159,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010011,Alcochete ( Rua José Grilo Evangelista ),,,0,https://www.carrismetropolitana.pt/stops/010011,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010012,ALCOCHETE (R JOSÉ GRILO EVANGELISTA),Rua da Escola Secundária (X) Estrada da Atalaia,R. da Escola Secundária (X) Estr. da Atalaia,38.748866,-8.961929,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010012,Alcochete ( Rua José Grilo Evangelista ),,,0,https://www.carrismetropolitana.pt/stops/010012,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010013,ALCOCHETE (R COOPERAÇÃO 27),Rua da Cooperação L11,R. da Cooperação L11,38.748733,-8.966155,ACTIVE,,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010013,Alcochete ( Rua Cooperação 27 ),,,0,https://www.carrismetropolitana.pt/stops/010013,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010014,ALCOCHETE (R COOPERAÇÃO 27),Rua da Cooperação L27,R. da Cooperação L27,38.748700,-8.965973,ACTIVE,,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010014,Alcochete ( Rua Cooperação 27 ),,,0,https://www.carrismetropolitana.pt/stops/010014,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010015,ALCOCHETE (R LIBERDADE) ESCOLA VALBOM,Escola Básica n.º 2 de Alcochete (Valbom),Escola Básica n.º 2 de Alcochete (Valbom),38.748758,-8.967106,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010015,Alcochete ( Rua Liberdade ) Escola Valbom,,,0,https://www.carrismetropolitana.pt/stops/010015,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010016,ALCOCHETE (R LIBERDADE) ESCOLA VALBOM,Rua da Liberdade Frente 2,R. da Liberdade Ft. 2,38.749364,-8.966956,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010016,Alcochete ( Rua Liberdade ) Escola Valbom,,,0,https://www.carrismetropolitana.pt/stops/010016,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010017,ALCOCHETE (AV D MANUEL I 25),Avenida Dom Manuel I (Frente Hotel),Av. D. Manuel I (Ft. Hotel),38.750122,-8.968040,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010017,Alcochete ( Avenida Dom Manuel Primeiro 25 ),,,0,https://www.carrismetropolitana.pt/stops/010017,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010018,ALCOCHETE (AV D MANUEL I 25),Avenida Dom Manuel I Frente L23,Av. D. Manuel I Ft. L23,38.749981,-8.967987,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010018,Alcochete ( Avenida Dom Manuel Primeiro 25 ),,,0,https://www.carrismetropolitana.pt/stops/010018,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010019,ALCOCH (AV INF D JOÃO) PRAIA MOINHOS,Avenida Infante Dom João (Paia dos Moinhos),Av. Inf. D. João (Paia dos Moinhos),38.748365,-8.970791,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010019,Álcochete ( Avenida Infante Dom João ) Praia Moinhos,,,0,https://www.carrismetropolitana.pt/stops/010019,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010021,PASSEIO CARAVELAS (FÓRUM ALCOCHETE),Passeio Caravelas (Parque estacionamento Fórum Cultural),Passeio Caravelas (Pq. estacionamento Fórum Cultural),38.746655,-8.971506,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010021,Passeio Caravelas ( Fórum Alcochete ),,,0,https://www.carrismetropolitana.pt/stops/010021,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010023,ALCOCHETE (R 25 DE ABRIL 8),Rua 25 de Abril 6,R. 25 de Abril 6,38.747993,-8.969371,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010023,Alcochete ( Rua 25 De Abril Número 8 ),,,0,https://www.carrismetropolitana.pt/stops/010023,0,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010025,ALCOCHETE (R Mª TERESA NORONHA),Rua Dona Maria Teresa de Noronha 196,R. Da. Maria Teresa de Noronha 196,38.752660,-8.961294,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010025,Alcochete ( Rua Maria Teresa Noronha ),,,0,https://www.carrismetropolitana.pt/stops/010025,0,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010027,ALCOCHETE (R CARLOS M ROD FRANCISCO 408),Rua Carlos Manuel Rodrigues Francisco 409,R. Carlos Manuel Rodrigues Francisco 409,38.753259,-8.958130,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010027,Alcochete ( Rua Carlos M Rodrigo Francisco 408 ),,,0,https://www.carrismetropolitana.pt/stops/010027,0,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010028,ALCOCHETE (R CARLOS M ROD FRANCISCO 408),Rua Carlos Manuel Rodrigues Francisco Frente 409,R. Carlos Manuel Rodrigues Francisco Ft. 409,38.753307,-8.958037,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010028,Alcochete ( Rua Carlos M Rodrigo Francisco 408 ),,,0,https://www.carrismetropolitana.pt/stops/010028,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010029,ALCOCHETE (R LÁPARO) SUPERMERCADO,Rua do Láparo (Supermercado),R. do Láparo (Supermercado),38.751255,-8.956741,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010029,Alcochete ( Rua Láparo ) Supermercado,,,0,https://www.carrismetropolitana.pt/stops/010029,0,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010030,ALCOCHETE (R LÁPARO) SUPERMERCADO,Rua do Láparo (Fte Supermercado),R. do Láparo (Fte Supermercado),38.751242,-8.956625,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010030,Alcochete ( Rua Láparo ) Supermercado,,,0,https://www.carrismetropolitana.pt/stops/010030,0,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010031,ALCOCHETE (R LÁPARO) ESTALEIRO MUN,Rua do Láparo 360,R. do Láparo 360,38.749842,-8.953465,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010031,Alcochete ( Rua Láparo ) Estaleiro Municipal,,,0,https://www.carrismetropolitana.pt/stops/010031,0,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010032,ALCOCHETE (R LÁPARO) ESTALEIRO MUN,Rua do Láparo Frente 360,R. do Láparo Ft. 360,38.749911,-8.953472,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010032,Alcochete ( Rua Láparo ) Estaleiro Municipal,,,0,https://www.carrismetropolitana.pt/stops/010032,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010033,ALCOCHETE (R LÁPARO X R BRACIEIRA),Rua do Láparo (X) Rua da Bracieira,R. do Láparo (X) R. da Bracieira,38.748189,-8.951511,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010033,Alcochete ( Cruzamento Entre ( Rua Láparo ) E Rua Bracieira ),,,0,https://www.carrismetropolitana.pt/stops/010033,0,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010034,ALCOCHETE (R LÁPARO X R BRACIEIRA),Rua do Láparo (X) Rua da Bracieira (sentido norte),R. do Láparo (X) R. da Bracieira (sentido norte),38.748278,-8.951503,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010034,Alcochete ( Cruzamento Entre ( Rua Láparo ) E Rua Bracieira ),,,0,https://www.carrismetropolitana.pt/stops/010034,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010035,ALCOCHETE (LAGOA LÁPARO),Rua do Láparo 944,R. do Láparo 944,38.746343,-8.948745,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010035,Alcochete ( Lagoa Láparo ),,,0,https://www.carrismetropolitana.pt/stops/010035,0,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010036,ALCOCHETE (LAGOA LÁPARO),Rua do Láparo,R. do Láparo,38.745936,-8.948375,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010036,Alcochete ( Lagoa Láparo ),,,0,https://www.carrismetropolitana.pt/stops/010036,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010037,PQ INDUSTRIAL BATEL (R ALFAZEMAS),Rua das Alfazemas (X) Rua dos Jasmins,R. das Alfazemas (X) R. dos Jasmins,38.745522,-8.946050,ACTIVE,,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010037,Parque Industrial Batel ( Rua Alfazemas ),,,0,https://www.carrismetropolitana.pt/stops/010037,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010038,Rua das Alfazemas (X) Rua dos Alecrins,Rua das Alfazemas (X) Rua dos Alecrins,R. das Alfazemas (X) R. dos Alecrins,38.745434,-8.945954,ACTIVE,,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010038,Cruzamento Entre ( Rua Das Alfazemas ) E Rua Dos Alecrins,,,0,https://www.carrismetropolitana.pt/stops/010038,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010039,R DOS DAMASCOS,Rua dos Damascos (Jardim),R. dos Damascos (Jd.),38.748707,-8.945941,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010039,Rua Dos Damascos,,,0,https://www.carrismetropolitana.pt/stops/010039,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010040,R DOS DAMASCOS,Rua dos Damascos (Frente Jardim),R. dos Damascos (Ft. Jd.),38.748758,-8.945841,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010040,Rua Dos Damascos,,,0,https://www.carrismetropolitana.pt/stops/010040,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010041,Acesso à Rua dos Damascos (Supermercado),Acesso à Rua dos Damascos (Supermercado),Acesso à R. dos Damascos (Supermercado),38.751652,-8.944580,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Quebradas,,010041,Acesso À Rua Dos Damascos ( Supermercado ),,,0,https://www.carrismetropolitana.pt/stops/010041,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010043,ALCOCHETE (AV BARRIS) CENTRO SAÚDE,Avenida dos Barris (Centro Saúde),Av. dos Barris (Centro Saúde),38.748435,-8.964307,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010043,Alcochete ( Avenida Barris ) Centro Saúde,,,0,https://www.carrismetropolitana.pt/stops/010043,0,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010045,AV DOS BARRIS - PQ DESP DO VALBOM (ROT),Avenida dos Barris Frente 627,Av. dos Barris Ft. 627,38.745904,-8.966790,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010045,Avenida Dos Barris - Parque Desportivo Do Valbom ( Rotunda ),,,0,https://www.carrismetropolitana.pt/stops/010045,0,UNKNOWN,UNKNOWN,,,,UNKNOWN,UNKNOWN,,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,,,,,,,,,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010047,R VALE FIGUEIRA (CASAS NOVAS),Rua Vale Figueira 788,R. Vale Figueira 788,38.740462,-8.960715,ACTIVE,44,PT170,AML,15,Setúbal,1502,Alcochete,,,Alcochete,,010047,Rua Vale Figueira ( Casas Novas ),,,0,https://www.carrismetropolitana.pt/stops/010047,0,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,UNKNOWN,,UNKNOWN,UNKNOWN,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
